state_name,state_alpha,place,lon,lat
Louisiana,LA,Vienna,-92.64807250183445,32.60926515629067
Louisiana,LA,Vienna Bend,-93.03429884281005,31.737175934735603
Louisiana,LA,Village St. George,-91.06719445264083,30.35979833341888
Louisiana,LA,Ville Platte,-92.27441721892079,30.690104416222145
Louisiana,LA,Vinton,-93.58183522243311,30.195764376898683
Louisiana,LA,Violet,-89.89200018971681,29.896228425743956
Louisiana,LA,Vivian,-93.98619749284369,32.87135755842846
Louisiana,LA,Waggaman,-90.23539927649273,29.937293740993525
Louisiana,LA,Walker,-90.8655872529141,30.48503745192089
Louisiana,LA,Wallace,-90.65693474142155,30.030263984528126
Louisiana,LA,Wallace Ridge,-91.83208900690528,31.684873975167353
Louisiana,LA,Washington,-92.05944289716025,30.614987230085976
Louisiana,LA,Waterproof,-91.38609491568671,31.80719394703519
Louisiana,LA,Watson,-90.95077656311923,30.574967985506014
Louisiana,LA,Welcome,-90.88230816157245,30.047352769288235
Louisiana,LA,Welsh,-92.81349321754858,30.235523470471147
Louisiana,LA,West Monroe,-92.15133852976727,32.51202553382859
Louisiana,LA,Westlake,-93.26375640770695,30.260584714356035
Louisiana,LA,Westminster,-91.09059422048067,30.40799227873555
Louisiana,LA,Westwego,-90.14341007081059,29.90576782450561
Louisiana,LA,White Castle,-91.1495525399178,30.16103719423528
Louisiana,LA,Wilson,-91.10895570271201,30.923633848801334
Louisiana,LA,Winnfield,-92.64251776014156,31.923955744015743
Louisiana,LA,Winnsboro,-91.72101569226209,32.165073765804266
Louisiana,LA,Wisner,-91.65515154518643,31.980379973651925
Louisiana,LA,Woodmere,-90.07505662583385,29.849256025666904
Louisiana,LA,Woodworth,-92.50964214187749,31.165494109096773
Louisiana,LA,Youngsville,-91.9963486276827,30.09640727856098
Louisiana,LA,Zachary,-91.16351952512426,30.664214447139386
Louisiana,LA,Zwolle,-93.64073564822564,31.63987257625243
Maine,ME,Alfred,-70.72001413968779,43.47673857076807
Maine,ME,Anson,-69.89610655461185,44.79829133217577
Maine,ME,Ashland,-68.39642403244791,46.624125566954106
Maine,ME,Auburn,-70.2492425082365,44.0849825537678
Maine,ME,Augusta,-69.73189934298674,44.33410743797675
Maine,ME,Bangor,-68.79060489873942,44.83224931105983
Maine,ME,Bar Harbor,-68.21140670350655,44.381603396481246
Maine,ME,Bath,-69.834646347537,43.93455592663451
Maine,ME,Belfast,-69.03251109012895,44.42799386432306
Maine,ME,Berwick,-70.86233898716505,43.268643446498295
Maine,ME,Biddeford,-70.45119276159298,43.467356636425166
Maine,ME,Bingham,-69.87307273552784,45.058041016321766
Maine,ME,Blaine,-67.86876321680704,46.49899549624208
Maine,ME,Blue Hill,-68.58802981883612,44.409213978091024
Maine,ME,Boothbay Harbor,-69.62332180185054,43.85559401754131
Maine,ME,Bowdoinham,-69.90123299760396,44.02118549325686
Maine,ME,Brewer,-68.73516732446295,44.783540792556856
Maine,ME,Bridgton,-70.71003659889438,44.073468300349305
Maine,ME,Brunswick,-69.94557485752821,43.90768765778903
Maine,ME,Brunswick Station,-69.9327028326757,43.886436846749724
Maine,ME,Bucksport,-68.79443022070008,44.60061208584655
Maine,ME,Calais,-67.22400745180676,45.13397495066218
Maine,ME,Camden,-69.06750373625664,44.213239697838105
Maine,ME,Cape Neddick,-70.62200935401198,43.1705581822361
Maine,ME,Caribou,-67.99194185457243,46.86617832850522
Maine,ME,Casco,-70.52930165190209,43.99660188999256
Maine,ME,Castine,-68.8067278494316,44.39230079101083
Maine,ME,Chisholm,-70.19226416299921,44.49157332667368
Maine,ME,Clinton,-69.48592616767853,44.65007373860888
Maine,ME,Cousins Island,-70.14086712668588,43.763144339768466
Maine,ME,Cumberland Center,-70.25410004522332,43.79821447759802
Maine,ME,Damariscotta,-69.52157028751598,44.02321851334677
Maine,ME,Dexter,-69.29461784332874,45.01640595937431
Maine,ME,Dixfield,-70.44811353550728,44.53749441413514
Maine,ME,Dover-Foxcroft,-69.22096150756627,45.19364142166486
Maine,ME,Eagle Lake,-68.58884563517265,47.034682470717975
Maine,ME,East Millinocket,-68.57405295684134,45.626112225472255
Maine,ME,Eastport,-67.01834423476059,44.913725720392115
Maine,ME,Ellsworth,-68.48751313614193,44.58472854729579
Maine,ME,Fairfield,-69.60691634906341,44.58895954713406
Maine,ME,Falmouth,-70.23434167043602,43.712071781464736
Maine,ME,Falmouth Foreside,-70.2152124484034,43.7347887084603
Maine,ME,Farmingdale,-69.78265596097553,44.25067505091876
Maine,ME,Farmington,-70.14589292566494,44.6680359856023
Maine,ME,Fort Fairfield,-67.83315690870413,46.76593613457547
Maine,ME,Fort Kent,-68.58934540950553,47.25342828285492
Maine,ME,Freeport,-70.10260915325571,43.85705068536237
Maine,ME,Fryeburg,-70.97334034493952,44.020155353075054
Maine,ME,Gardiner,-69.79211056978816,44.19104743317509
Maine,ME,Gorham,-70.44130872463856,43.68218773377569
Maine,ME,Gray,-70.32405129327327,43.88635745382956
Maine,ME,Greenville,-69.5881356206453,45.466279687332516
Maine,ME,Guilford,-69.39279775781041,45.17341777594403
Maine,ME,Hallowell,-69.81405020520519,44.290445339601696
Maine,ME,Hampden,-68.83604709469498,44.74778611986528
Maine,ME,Hartland,-69.45855448035766,44.881471105176374
Maine,ME,Houlton,-67.8321480815056,46.121474282852034
Maine,ME,Howland,-68.66468263049981,45.254252068272095
Maine,ME,Kennebunk,-70.54417816769248,43.38413228037437
Maine,ME,Kennebunkport,-70.46324226843652,43.35976116463656
Maine,ME,Kittery,-70.73743705365769,43.091747522600315
Maine,ME,Kittery Point,-70.6987838002889,43.088278322896926
Maine,ME,Lake Arrowhead,-70.73817536327984,43.66335867706011
Maine,ME,Lewiston,-70.16806798909384,44.09147341456395
Maine,ME,Limestone,-67.8308304997408,46.911189209937106
Maine,ME,Lincoln,-68.49964155740498,45.36267239257846
Maine,ME,Lisbon Falls,-70.05703092742273,44.00858999575715
Maine,ME,Little Falls,-70.43006705609335,43.7311618590444
Maine,ME,Littlejohn Island,-70.1284019558926,43.75990577432099
Maine,ME,Livermore Falls,-70.18078825409387,44.472305393424826
Maine,ME,Lubec,-66.9895192404592,44.85514133545082
Maine,ME,Machias,-67.47718117383344,44.707493320333896
Maine,ME,Madawaska,-68.33084201010595,47.34323613946004
Maine,ME,Madison,-69.86553231841668,44.80032364034076
Maine,ME,Mapleton,-68.1512936660398,46.681653424117286
Maine,ME,Mars Hill,-67.87181939404289,46.5211305495053
Maine,ME,Mechanic Falls,-70.39410953546098,44.11219020804587
Maine,ME,Mexico,-70.5353841989154,44.55456527740322
Maine,ME,Milford,-68.63337114040846,44.951790675839135
Maine,ME,Millinocket,-68.69948432677371,45.65902646672486
Maine,ME,Milo,-68.97511881421781,45.24610524501454
Maine,ME,Naples,-70.60249686047902,43.962315726130676
Maine,ME,Newcastle,-69.53607968459761,44.042652295924086
Maine,ME,Newport,-69.26161851308181,44.83784934324534
Maine,ME,Norridgewock,-69.78503489159593,44.71277432895664
Maine,ME,North Berwick,-70.73311622776151,43.302296867185255
Maine,ME,North Windham,-70.42881785253648,43.82380198952126
Maine,ME,Norway,-70.55113984174884,44.21677390521433
Maine,ME,Oakland,-69.70780837529837,44.549957357918295
Maine,ME,Old Orchard Beach,-70.39040249842061,43.52392641977831
Maine,ME,Old Town,-68.72486326940371,44.94911326615312
Maine,ME,Orono,-68.67923503468927,44.88114425922439
Maine,ME,Oxford,-70.50918652996454,44.13840978761797
Maine,ME,Pittsfield,-69.38001997200033,44.77172406847497
Maine,ME,Portland,-70.29144208917049,43.67835486581613
Maine,ME,Presque Isle,-67.98737402434283,46.68675821799075
Maine,ME,Randolph,-69.75063520200167,44.23467148166987
Maine,ME,Richmond,-69.81174047586394,44.10562219024576
Maine,ME,Rockland,-69.13686004498187,44.127394154573835
Maine,ME,Rumford,-70.56798638186251,44.55021989711437
Maine,ME,Saco,-70.46236115382612,43.53897892373162
Maine,ME,Sanford,-70.7573066507062,43.42440048049243
Maine,ME,Scarborough,-70.33512824458204,43.59828975461155
Maine,ME,Searsport,-68.91916171047188,44.467507737658224
Maine,ME,Skowhegan,-69.71235699466331,44.77354216936354
Maine,ME,South Eliot,-70.79522280165216,43.12872383220388
Maine,ME,South Paris,-70.51129550813238,44.2189808976617
Maine,ME,South Portland,-70.2894760642375,43.63095343858005
Maine,ME,South Windham,-70.42360108293181,43.738028285553206
Maine,ME,Southwest Harbor,-68.3281503336596,44.2784283137781
Maine,ME,Standish,-70.55248304715059,43.73530133060796
Maine,ME,Steep Falls,-70.6274751252744,43.790521773573374
Maine,ME,Thomaston,-69.18067390347197,44.08025177045351
Maine,ME,Topsham,-69.93578753434755,43.94069012306109
Maine,ME,Unity,-69.33427262002327,44.61549054763729
Maine,ME,Van Buren,-67.95256742431135,47.1667056148163
Maine,ME,Waldoboro,-69.37782122342978,44.090595781090514
Maine,ME,Washburn,-68.14474005668461,46.78604126463089
Maine,ME,Waterville,-69.66244167482789,44.54414885945999
Maine,ME,West Kennebunk,-70.58099412423476,43.41419600740518
Maine,ME,Westbrook,-70.35390930711752,43.695440760328616
Maine,ME,Wilton,-70.23718462940694,44.59613412747489
Maine,ME,Winslow,-69.60646831016247,44.552393125239526
Maine,ME,Winter Harbor,-68.09182615651272,44.39261821325133
Maine,ME,Winterport,-68.85606983686974,44.645299367854726
Maine,ME,Winthrop,-69.96490188560011,44.31293645431112
Maine,ME,Wiscasset,-69.67350197620883,44.011549694248004
Maine,ME,Woodland,-67.4101306116357,45.158264015817615
Maine,ME,Yarmouth,-70.18747088733123,43.80172728348619
Maine,ME,York Harbor,-70.64899574940462,43.14346094556868
Maryland,MD,Aberdeen,-76.17299569829217,39.51462590040345
Maryland,MD,Aberdeen Proving Ground,-76.13083041981938,39.46726397137177
Maryland,MD,Accident,-79.32002571253803,39.6256676793177
Maryland,MD,Accokeek,-77.00231453028934,38.67450067938456
Maryland,MD,Adamstown,-77.46680530943783,39.30652735242737
Maryland,MD,Adelphi,-76.96493051594665,39.00173773709644
Maryland,MD,Algonquin,-76.09776673405925,38.583917304699696
Maryland,MD,Allen,-75.6903904511152,38.28857417883635
Maryland,MD,Andrews AFB,-76.87437993970116,38.8053386624929
Maryland,MD,Annapolis,-76.50472154898287,38.97055599442086
Maryland,MD,Annapolis Neck,-76.49963077952344,38.94071163966855
Maryland,MD,Antietam,-77.73643062970557,39.41506705145486
Maryland,MD,Aquasco,-76.70738163161124,38.59133419644877
Maryland,MD,Arbutus,-76.69217419114042,39.24282360139185
Maryland,MD,Arden on the Severn,-76.59631046505687,39.067683252254476
Maryland,MD,Arnold,-76.49737290729622,39.04367074109386
Maryland,MD,Ashton-Sandy Spring,-77.00650250387517,39.15146478226088
Maryland,MD,Aspen Hill,-77.0822558711991,39.09278692652475
Maryland,MD,Baden,-76.74284636033858,38.67194972007025
Maryland,MD,Bagtown,-77.61390746284063,39.58299450703532
Maryland,MD,Bakersville,-77.75701341040384,39.514836766493644
Maryland,MD,Ballenger Creek,-77.42054868913935,39.38072810783031
Maryland,MD,Baltimore,-76.61444153574693,39.30507926509914
Maryland,MD,Baltimore Highlands,-76.63674749074882,39.23545270253262
Maryland,MD,Barclay,-75.86547025115154,39.14479611798607
Maryland,MD,Barnesville,-77.3799218830308,39.22112768779907
Maryland,MD,Barrelville,-78.84251592261353,39.70258255033409
Maryland,MD,Barton,-79.01706778284533,39.532266302788955
Maryland,MD,Bartonsville,-77.34339577098653,39.38658243309994
Maryland,MD,Beaver Creek,-77.64765456373726,39.57862549794985
Maryland,MD,Bel Air,-76.34650400742667,39.534486983553
Maryland,MD,Bel Air,-78.85568846474776,39.581461772411146
Maryland,MD,Bel Air North,-76.37326478001933,39.55436466711861
Maryland,MD,Bel Air South,-76.31973661105995,39.505070605739455
Maryland,MD,Beltsville,-76.92114086713217,39.03943300133311
Maryland,MD,Benedict,-76.6796920677878,38.51156155890703
Maryland,MD,Bensville,-77.00768796897066,38.61763458428556
Maryland,MD,Berlin,-75.21496891941965,38.33089537667434
Maryland,MD,Berwyn Heights,-76.91314482087817,38.99285316261856
Maryland,MD,Bethesda,-77.1187626341938,38.986562505075284
Maryland,MD,Betterton,-76.06902068194432,39.36518696670346
Maryland,MD,Bier,-78.86923188344214,39.55247610558797
Maryland,MD,Big Pool,-78.01614123178317,39.6251491024155
Maryland,MD,Big Spring,-77.9396419949935,39.62575591086226
Maryland,MD,Bishopville,-75.2091981532011,38.441257546211844
Maryland,MD,Bivalve,-75.88337685568752,38.30593656424596
Maryland,MD,Bladensburg,-76.92634317512018,38.942416657608895
Maryland,MD,Bloomington,-79.07686040617705,39.479364280295094
Maryland,MD,Boonsboro,-77.65856472981612,39.50785303725157
Maryland,MD,Bowie,-76.7371886801772,38.95307488389685
Maryland,MD,Bowleys Quarters,-76.38579004265873,39.31983190517267
Maryland,MD,Bowling Green,-78.80503649090016,39.62719154622894
Maryland,MD,Bowmans Addition,-78.75408835858462,39.6875596078802
Maryland,MD,Braddock Heights,-77.50087567241526,39.41143016233734
Maryland,MD,Brandywine,-76.8845903466166,38.69634109460221
Maryland,MD,Breathedsville,-77.72458674738533,39.54603617911258
Maryland,MD,Brentwood,-76.95711666054838,38.94386019103973
Maryland,MD,Brock Hall,-76.75485759240588,38.86174124856834
Maryland,MD,Brookeville,-77.05902985222609,39.18086353989632
Maryland,MD,Brooklyn Park,-76.6173923376338,39.217006817885746
Maryland,MD,Brookmont,-77.12923385508607,38.9545768059082
Maryland,MD,Brookview,-75.7926161725449,38.57375690277944
Maryland,MD,Broomes Island,-76.54748724008411,38.420218575675
Maryland,MD,Brownsville,-77.66148126341825,39.37818645540091
Maryland,MD,Brunswick,-77.6253006392924,39.31797874158287
Maryland,MD,Bryans Road,-77.08499295597674,38.614409676914306
Maryland,MD,Bryantown,-76.84292762991618,38.54982589375659
Maryland,MD,Buckeystown,-77.4315598667458,39.33014023748818
Maryland,MD,Burkittsville,-77.62752311910859,39.39229145659392
Maryland,MD,Burtonsville,-76.9355747124896,39.11659496628407
Maryland,MD,Butlertown,-76.09913385252048,39.2819951651578
Maryland,MD,Cabin John,-77.16348141158598,38.97427018162191
Maryland,MD,California,-76.4949321183829,38.29687004912866
Maryland,MD,Calvert Beach,-76.48953643689606,38.47278769314759
Maryland,MD,Calverton,-76.9488096568672,39.057809185203276
Maryland,MD,Cambridge,-76.07863576253918,38.55149840696096
Maryland,MD,Camp Springs,-76.91984585325137,38.80523271862867
Maryland,MD,Cape St. Claire,-76.44713559411535,39.043348929131305
Maryland,MD,Capitol Heights,-76.90743623024187,38.87656294870019
Maryland,MD,Carlos,-78.95673853440684,39.6237164246926
Maryland,MD,Carney,-76.52364961735685,39.4050307738267
Maryland,MD,Catonsville,-76.74239612897273,39.26461054802391
Maryland,MD,Cavetown,-77.5932338390583,39.6426147852137
Maryland,MD,Cearfoss,-77.77656457903176,39.698945514753774
Maryland,MD,Cecilton,-75.86754655329496,39.40456734938561
Maryland,MD,Cedarville,-76.81903092468978,38.66226110490984
Maryland,MD,Centreville,-76.0630559753394,39.04196548157147
Maryland,MD,Chance,-75.9365507288562,38.17724442319688
Maryland,MD,Charlestown,-75.9812468740805,39.57902345294172
Maryland,MD,Charlotte Hall,-76.78474059098315,38.466738147224234
Maryland,MD,Charlton,-77.89438336626269,39.63436341799774
Maryland,MD,Chesapeake Beach,-76.54479749406642,38.68810193324682
Maryland,MD,Chesapeake City,-75.80947291114728,39.528037469640296
Maryland,MD,Chesapeake Ranch Estates,-76.41468074324143,38.357366712558864
Maryland,MD,Chester,-76.28232523290251,38.967689203656676
Maryland,MD,Chestertown,-76.07144625499772,39.21821871958841
Maryland,MD,Cheverly,-76.91403948181194,38.9253722268371
Maryland,MD,Chevy Chase,-77.0737160275895,38.99432717750508
Maryland,MD,Chevy Chase,-77.08326308193176,38.98186831908363
Maryland,MD,Chevy Chase Section Five,-77.07401952332881,38.98401734677089
Maryland,MD,Chevy Chase Section Three,-77.07422051379946,38.97930141425019
Maryland,MD,Chevy Chase View,-77.08104608471923,39.01919329807947
Maryland,MD,Chevy Chase Village,-77.07933912489842,38.96977990747217
Maryland,MD,Chewsville,-77.63114533739686,39.64843428729153
Maryland,MD,Chillum,-76.97897357906682,38.96665657287919
Maryland,MD,Choptank,-75.94937320287217,38.68227290201526
Maryland,MD,Church Creek,-76.15300721065782,38.50359526558799
Maryland,MD,Church Hill,-75.9807519859471,39.14505772821219
Maryland,MD,Clarksburg,-77.26171310299591,39.231415423356964
Maryland,MD,Clarysville,-78.88866413976105,39.64209096969857
Maryland,MD,Clear Spring,-77.93058348908257,39.65619902654551
Maryland,MD,Clinton,-76.90632318973209,38.74991724238237
Maryland,MD,Cloverly,-76.99931776672256,39.106453315223924
Maryland,MD,Cobb Island,-76.84960763081529,38.26464799458444
Maryland,MD,Cockeysville,-76.62996168919064,39.47930640999965
Maryland,MD,Colesville,-77.00089037715472,39.072964218090114
Maryland,MD,College Park,-76.9336790832454,38.995972171000155
Maryland,MD,Colmar Manor,-76.94373107358577,38.930169263463355
Maryland,MD,Columbia,-76.85900580225123,39.20043713969911
Maryland,MD,Coral Hills,-76.92335157792856,38.870929074292306
Maryland,MD,Cordova,-75.99886623869774,38.86799197824893
Maryland,MD,Corriganville,-78.79695457311188,39.694512166691446
Maryland,MD,Cottage City,-76.94922732434063,38.93845579441865
Maryland,MD,Crellin,-79.46857327217114,39.38868336519201
Maryland,MD,Cresaptown,-78.85504678941966,39.59119448176312
Maryland,MD,Crisfield,-75.8511610691031,37.98484966683603
Maryland,MD,Crofton,-76.68002668011236,39.01443087559255
Maryland,MD,Croom,-76.75549644059849,38.74577331593058
Maryland,MD,Crownsville,-76.59031403641505,39.02246490235005
Maryland,MD,Cumberland,-78.7584668264314,39.651508521952415
Maryland,MD,Damascus,-77.20057603537632,39.273722021275375
Maryland,MD,Dames Quarter,-75.88949320879455,38.169669472647335
Maryland,MD,Danville,-78.91841926634413,39.512374759535945
Maryland,MD,Dargan,-77.73403612256719,39.37669047107929
Maryland,MD,Darlington,-76.20352464722295,39.64247956313189
Maryland,MD,Darnestown,-77.30329199416005,39.09596270299031
Maryland,MD,Dawson,-78.94615687761092,39.47886265649022
Maryland,MD,Deal Island,-75.94166107178025,38.14442638636082
Maryland,MD,Deale,-76.54688488183967,38.79100724939046
Maryland,MD,Deer Park,-79.32596841740396,39.42395058498109
Maryland,MD,Delmar,-75.55897809120559,38.4417419836601
Maryland,MD,Denton,-75.82653625343879,38.87691046298566
Maryland,MD,Derwood,-77.15094471383192,39.113613476607476
Maryland,MD,Detmold,-78.99104591184434,39.5572036174687
Maryland,MD,District Heights,-76.88850920065966,38.858841673600786
Maryland,MD,Downsville,-77.80155668737162,39.554943642869084
Maryland,MD,Drum Point,-76.42946577482253,38.33247224691554
Maryland,MD,Dundalk,-76.49416744532253,39.27033150522769
Maryland,MD,Dunkirk,-76.67300716326952,38.71559814534686
Maryland,MD,Eagle Harbor,-76.68716631896191,38.56636965890633
Maryland,MD,Eakles Mill,-77.68594842821474,39.46689786742784
Maryland,MD,East New Market,-75.92325688839972,38.597012720662036
Maryland,MD,East Riverdale,-76.91080375517726,38.96000276429227
Maryland,MD,Easton,-76.07021031082824,38.77601480740477
Maryland,MD,Eckhart Mines,-78.89411608077347,39.655252545117655
Maryland,MD,Eden,-75.65330130789482,38.279221573702
Maryland,MD,Edesville,-76.20974929324171,39.15404745613749
Maryland,MD,Edgemere,-76.45904001458608,39.22731607326176
Maryland,MD,Edgemont,-77.5470264653302,39.676575323545705
Maryland,MD,Edgewater,-76.55722820101688,38.93725275166913
Maryland,MD,Edgewood,-76.29681599978736,39.42095103550343
Maryland,MD,Edmonston,-76.93324346763478,38.95016907281807
Maryland,MD,Eldersburg,-76.95286059047315,39.404064353960415
Maryland,MD,Eldorado,-75.78930538155764,38.58416892973865
Maryland,MD,Elkridge,-76.74272972107674,39.1941450647668
Maryland,MD,Elkton,-75.8208303620696,39.606736266926546
Maryland,MD,Ellerslie,-78.77874934383617,39.7187742803983
Maryland,MD,Ellicott City,-76.83439265132571,39.2773098655039
Maryland,MD,Elliott,-76.00667847948553,38.30952717810469
Maryland,MD,Emmitsburg,-77.32164067789157,39.705095709213104
Maryland,MD,Ernstville,-78.0238896487861,39.630380950315335
Maryland,MD,Essex,-76.44573501901917,39.30243037655001
Maryland,MD,Fairland,-76.95267908962064,39.08036979349283
Maryland,MD,Fairlee,-76.16542001724574,39.226792717522954
Maryland,MD,Fairmount,-75.80736278374158,38.101602541575275
Maryland,MD,Fairmount Heights,-76.915295379645,38.901599967468
Maryland,MD,Fairplay,-77.7463466455155,39.53567917350147
Maryland,MD,Fairview,-77.84059733803788,39.711050346743946
Maryland,MD,Fairwood,-76.77800148457514,38.95648168884167
Maryland,MD,Fallston,-76.44519517999755,39.53315072683741
Maryland,MD,Federalsburg,-75.77269271530669,38.69284486425124
Maryland,MD,Ferndale,-76.6329982319069,39.18692568254283
Maryland,MD,Finzel,-78.95200703960526,39.701759524843574
Maryland,MD,Fishing Creek,-76.22382278781382,38.335744047538306
Maryland,MD,Flintstone,-78.57583412442267,39.703436922872996
Maryland,MD,Forest Glen,-77.044543832530465,39.01909738819447
Maryland,MD,Forest Heights,-76.99951620222241,38.810522058069004
Maryland,MD,Forestville,-76.87077235379786,38.851766688812084
Maryland,MD,Fort Meade,-76.74381671212238,39.10583127586604
Maryland,MD,Fort Ritchie,-77.50214634615239,39.70216995873052
Maryland,MD,Fort Washington,-77.00694938393808,38.733917465080935
Maryland,MD,Fountainhead-Orchard Hills,-77.71733583150538,39.68781627404647
Maryland,MD,Four Corners,-77.01021440042298,39.023522360724826
Maryland,MD,Franklin,-79.0512966794239,39.499062340844475
Maryland,MD,Frederick,-77.41411830304439,39.43362970471963
Maryland,MD,Frenchtown-Rumbly,-75.85213777022769,38.08310888780946
Maryland,MD,Friendly,-76.96423539390268,38.760079757790876
Maryland,MD,Friendship,-76.58782524300878,38.735875758616274
Maryland,MD,Friendship Heights Village,-77.08996479905163,38.963341016797415
Maryland,MD,Friendsville,-79.40441732963784,39.66243873676435
Maryland,MD,Frostburg,-78.92691745186917,39.65060706365919
Maryland,MD,Fruitland,-75.62463893520628,38.32135480269
Maryland,MD,Fulton,-76.91631815476256,39.151595629407936
Maryland,MD,Funkstown,-77.70821052075966,39.60883676378424
Maryland,MD,Gaithersburg,-77.21317774312003,39.13462090347265
Maryland,MD,Galena,-75.87866143424218,39.34248746004096
Maryland,MD,Galestown,-75.71503023188713,38.56332129706344
Maryland,MD,Galesville,-76.5513841612349,38.83786429444805
Maryland,MD,Gambrills,-76.65115970876352,39.09285623101779
Maryland,MD,Gapland,-77.65828863485723,39.40195837453377
Maryland,MD,Garrett Park,-77.09341554085238,39.03604729310787
Maryland,MD,Garretts Mill,-77.68901605115961,39.35337309324245
Maryland,MD,Garrison,-76.75139405085689,39.40228745917236
Maryland,MD,Georgetown,-76.19710031447732,39.219432154834195
Maryland,MD,Germantown,-77.26431204636168,39.1754786625121
Maryland,MD,Gilmore,-78.95115850117331,39.58298285885025
Maryland,MD,Girdletree,-75.40043587346986,38.09873396202489
Maryland,MD,Glassmanor,-76.98360105229884,38.818129852298554
Maryland,MD,Glen Burnie,-76.60721541922463,39.155922933141454
Maryland,MD,Glen Echo,-77.14097987303266,38.96802011052291
Maryland,MD,Glenarden,-76.85766041916298,38.929313628881
Maryland,MD,Glenmont,-77.0466951058399,39.069772788695
Maryland,MD,Glenn Dale,-76.80402387116149,38.98328636705628
Maryland,MD,Golden Beach,-76.70191211632029,38.490027098013186
Maryland,MD,Goldsboro,-75.78208558807016,39.03167334061096
Maryland,MD,Gorman,-79.35269979711506,39.29232485209752
Maryland,MD,Grahamtown,-78.92237326806473,39.64477895328654
Maryland,MD,Grantsville,-79.15283244650217,39.69693467047283
Maryland,MD,Grasonville,-76.19477004631584,38.95592033251872
Maryland,MD,Greenbelt,-76.88849250394796,38.9952793128674
Maryland,MD,Greensboro,-75.80799484072804,38.97642309126127
Maryland,MD,Greensburg,-77.56150584877284,39.68063810211974
Maryland,MD,Hagerstown,-77.72171277044404,39.640127446065655
Maryland,MD,Halfway,-77.77001849011641,39.616273540737545
Maryland,MD,Hampstead,-76.85498291025809,39.6104003601135
Maryland,MD,Hampton,-76.56964156518637,39.42219737853832
Maryland,MD,Hancock,-78.17493718800183,39.70535585915682
Maryland,MD,Havre de Grace,-76.11462701928397,39.54810149787363
Maryland,MD,Hebron,-75.68714390412879,38.42425608733843
Maryland,MD,Henderson,-75.76605396729808,39.074963174189335
Maryland,MD,Herald Harbor,-76.57458871659645,39.051582262341284
Maryland,MD,Highfield-Cascade,-77.4946709251192,39.71361973188741
Maryland,MD,Highland,-76.95701503029271,39.18139143650841
Maryland,MD,Highland Beach,-76.4660007035879,38.93121526739146
Maryland,MD,Hillandale,-76.97510396136974,39.025404468418095
Maryland,MD,Hillcrest Heights,-76.9640839472649,38.83731652184548
Maryland,MD,Hillsboro,-75.94129240863964,38.91682407460338
Maryland,MD,Hughesville,-76.77482111351057,38.537564310526975
Maryland,MD,Huntingtown,-76.61865627536675,38.61169363723641
Maryland,MD,Hurlock,-75.86622664336733,38.62814650659728
Maryland,MD,Hutton,-79.48012749345823,39.41452563000104
Maryland,MD,Hyattsville,-76.95478175791676,38.961223547278514
Maryland,MD,Ilchester,-76.76842655538036,39.21869280974029
Maryland,MD,Indian Head,-77.15555205118577,38.59872786514789
Maryland,MD,Indian Springs,-78.00735115396965,39.64567512269585
Maryland,MD,Jarrettsville,-76.47521320976443,39.60314596292581
Maryland,MD,Jefferson,-77.5409306075851,39.366085273616896
Maryland,MD,Jennings,-79.18345569751726,39.648684370574145
Maryland,MD,Jessup,-76.77447376894521,39.14567085072716
Maryland,MD,Jesterville,-75.89278355487716,38.289719628905765
Maryland,MD,Joppatowne,-76.3516486347215,39.41813997962789
Maryland,MD,Jugtown,-77.59427164935556,39.61430020545861
Maryland,MD,Keedysville,-77.69792173155308,39.486738039045136
Maryland,MD,Kemp Mill,-77.0214618703601,39.041167585039034
Maryland,MD,Kemps Mill,-77.8138334516357,39.62682605290211
Maryland,MD,Kennedyville,-75.99468448681507,39.30589618845574
Maryland,MD,Kensington,-77.07382022838735,39.02648402463556
Maryland,MD,Kent Narrows,-76.23847289919023,38.970392196253144
Maryland,MD,Kettering,-76.78895022052377,38.888843147710205
Maryland,MD,Kingstown,-76.04654172965736,39.20364542421698
Maryland,MD,Kingsville,-76.42043669337993,39.449566642083035
Maryland,MD,Kitzmiller,-79.18328378284365,39.389400786564394
Maryland,MD,Klondike,-78.9635362530901,39.6101278037795
Maryland,MD,Konterra,-76.9022471698995,39.07739956113646
Maryland,MD,La Plata,-76.97012540218894,38.5351909892951
Maryland,MD,La Vale,-78.8162339454531,39.651820531714556
Maryland,MD,Lake Arbor,-76.8298548934326,38.90696129844501
Maryland,MD,Lake Shore,-76.48758302203036,39.10294750904655
Maryland,MD,Landover,-76.88747807698599,38.92408971148527
Maryland,MD,Landover Hills,-76.8945592701093,38.942421271263214
Maryland,MD,Langley Park,-76.98080359059621,38.98974866463621
Maryland,MD,Lanham,-76.84212461436171,38.96206190319619
Maryland,MD,Lansdowne,-76.6658630390817,39.236516403430464
Maryland,MD,Largo,-76.82893729510194,38.87998113379906
Maryland,MD,Laurel,-76.8622001874298,39.09495399544474
Maryland,MD,Layhill,-77.04009324123176,39.08696508662864
Maryland,MD,Laytonsville,-77.14176658932202,39.2092886835944
Maryland,MD,Leisure World,-77.06906592441395,39.10228933831612
Maryland,MD,Leitersburg,-77.62059912829551,39.69280647407216
Maryland,MD,Leonardtown,-76.63955660933634,38.3038681264192
Maryland,MD,Lexington Park,-76.44154471758091,38.2543232102013
