id,loc,call_num,a,b,c,d
2017751245,fsa1998009903/PP,LC-USF33-021309-M5,Puerto Rico,Corozal Municipality,NA,Corozal
2017751246,fsa1998009904/PP,LC-USF33-021310-M1,Puerto Rico,Corozal Municipality,NA,NA
2017751247,fsa1998009905/PP,LC-USF33-021310-M2,Puerto Rico,Corozal Municipality,NA,NA
2017751248,fsa1998009906/PP,LC-USF33-021310-M3,Puerto Rico,Corozal Municipality,NA,NA
2017751249,fsa1998009907/PP,LC-USF33-021310-M4,Puerto Rico,Corozal Municipality,NA,NA
2017751250,fsa1998009908/PP,LC-USF33-021310-M5,Puerto Rico,Corozal Municipality,NA,NA
2017751251,fsa1998009909/PP,LC-USF33-021311-M1,Puerto Rico,Corozal Municipality,NA,NA
2017751252,fsa1998009910/PP,LC-USF33-021311-M2,Puerto Rico,Corozal Municipality,NA,NA
2017751253,fsa1998009911/PP,LC-USF33-021311-M3,Puerto Rico,Corozal Municipality,NA,NA
2017751254,fsa1998009912/PP,LC-USF33-021311-M4,Puerto Rico,Corozal Municipality,NA,NA
2017751255,fsa1998009913/PP,LC-USF33-021311-M5,Puerto Rico,Corozal Municipality,NA,NA
2017751256,fsa1998009914/PP,LC-USF33-021312-M1,Puerto Rico,Corozal Municipality,NA,NA
2017751257,fsa1998009915/PP,LC-USF33-021312-M2,Puerto Rico,Corozal Municipality,NA,NA
2017751258,fsa1998009916/PP,LC-USF33-021312-M3,Puerto Rico,Corozal Municipality,NA,NA
2017751260,fsa1998009918/PP,LC-DIG-ppmsca-01533,Puerto Rico,Corozal Municipality,NA,NA
2017751261,fsa1998009919/PP,LC-USF33-021313-M1,Puerto Rico,Corozal Municipality,NA,NA
2017751262,fsa1998009920/PP,LC-USF33-021313-M2,Puerto Rico,Corozal Municipality,NA,NA
2017751263,fsa1998009921/PP,LC-USF33-021313-M3,Puerto Rico,Corozal Municipality,NA,NA
2017751264,fsa1998009922/PP,LC-USF33-021313-M4,Puerto Rico,Corozal Municipality,NA,NA
2017751265,fsa1998009923/PP,LC-USF33-021314-M1,Puerto Rico,NA,NA,NA
2017751269,fsa1998009927/PP,LC-USF33-021314-M5,Puerto Rico,Corozal Municipality,NA,Corozal
2017751273,fsa1998009931/PP,LC-USF33-021315-M4,Puerto Rico,Corozal Municipality,NA,NA
2017751274,fsa1998009932/PP,LC-USF33-021315-M5,Puerto Rico,Corozal Municipality,NA,NA
2017751275,fsa1998009933/PP,LC-USF33-021316-M1,Puerto Rico,Corozal Municipality,NA,NA
2017751276,fsa1998009934/PP,LC-USF33-021316-M2,Puerto Rico,Corozal Municipality,NA,NA
2017751277,fsa1998009935/PP,LC-USF33-021316-M3,Puerto Rico,Corozal Municipality,NA,NA
2017751278,fsa1998009936/PP,LC-USF33-021316-M4,Puerto Rico,Corozal Municipality,NA,NA
2017751279,fsa1998009937/PP,LC-USF33-021316-M5,Puerto Rico,Corozal Municipality,NA,NA
2017751280,fsa1998009938/PP,LC-USF33-021317-M1,Puerto Rico,Corozal Municipality,NA,NA
2017751281,fsa1998009939/PP,LC-USF33-021317-M2,Puerto Rico,Corozal Municipality,NA,NA
2017751282,fsa1998009940/PP,LC-USF33-021317-M3,Puerto Rico,Corozal Municipality,NA,NA
2017751283,fsa1998009941/PP,LC-USF33-021317-M4,Puerto Rico,Corozal Municipality,NA,NA
2017751284,fsa1998009942/PP,LC-USF33-021317-M5,Puerto Rico,Corozal Municipality,NA,NA
2017751285,fsa1998009943/PP,LC-USF33-021318-M1,Puerto Rico,Corozal Municipality,NA,NA
2017751286,fsa1998009944/PP,LC-USF33-021318-M2,Puerto Rico,Corozal Municipality,NA,NA
2017751287,fsa1998009945/PP,LC-USF33-021318-M3,Puerto Rico,Corozal Municipality,NA,NA
2017751288,fsa1998009946/PP,LC-USF33-021318-M4,Puerto Rico,Corozal Municipality,NA,NA
2017751289,fsa1998009947/PP,LC-USF33-021318-M5,Puerto Rico,Corozal Municipality,NA,NA
2017751290,fsa1998009948/PP,LC-USF33-021319-M1,Puerto Rico,Corozal Municipality,NA,NA
2017751291,fsa1998009949/PP,LC-USF33-021319-M2,Puerto Rico,Corozal Municipality,NA,NA
2017751292,fsa1998009950/PP,LC-USF33-021319-M3,Puerto Rico,Corozal Municipality,NA,NA
2017751293,fsa1998009951/PP,LC-USF33-021319-M4,Puerto Rico,Corozal Municipality,NA,NA
2017751294,fsa1998009952/PP,LC-USF33-021319-M5,Puerto Rico,Corozal Municipality,NA,NA
2017751295,fsa1998009953/PP,LC-USF33-021320-M1,Puerto Rico,Corozal Municipality,NA,NA
2017751296,fsa1998009954/PP,LC-USF33-021320-M2,Puerto Rico,Corozal Municipality,NA,NA
2017751297,fsa1998009955/PP,LC-USF33-021320-M3,Puerto Rico,Corozal Municipality,NA,NA
2017751298,fsa1998009956/PP,LC-USF33-021321-M1,Puerto Rico,Corozal Municipality,NA,NA
2017751299,fsa1998009957/PP,LC-USF33-021321-M2,Puerto Rico,Corozal Municipality,NA,NA
2017751300,fsa1998009958/PP,LC-USF33-021321-M3,Puerto Rico,Corozal Municipality,NA,NA
2017751301,fsa1998009959/PP,LC-USF33-021321-M4,Puerto Rico,Corozal Municipality,NA,NA
2017751302,fsa1998009960/PP,LC-USF33-021322-M1,Puerto Rico,Corozal Municipality,NA,NA
2017751303,fsa1998009961/PP,LC-USF33-021322-M2,Puerto Rico,Corozal Municipality,NA,NA
2017751304,fsa1998009962/PP,LC-USF33-021322-M3,Puerto Rico,Corozal Municipality,NA,NA
2017751305,fsa1998009963/PP,LC-USF33-021323-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017751306,fsa1998009964/PP,LC-USF33-021323-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017751307,fsa1998009965/PP,LC-USF33-021323-M3,Puerto Rico,Corozal Municipality,NA,NA
2017751311,fsa1998009969/PP,LC-USF33-021324-M4,Puerto Rico,San Juan Municipality,NA,San Juan
2017751754,fsa1998010412/PP,LC-USF33-021421-M1,Puerto Rico,Mayaguez Municipality,NA,Santurce
2017751757,fsa1998010415/PP,LC-USF33-021422-M2,Puerto Rico,Guanica Municipality,NA,NA
2017751758,fsa1998010416/PP,LC-USF33-021422-M3,Puerto Rico,Guanica Municipality,NA,NA
2017751759,fsa1998010417/PP,LC-USF33-021422-M4,Puerto Rico,Guanica Municipality,NA,NA
2017751760,fsa1998010418/PP,LC-USF33-021422-M5,Puerto Rico,Guanica Municipality,NA,NA
2017751761,fsa1998010419/PP,LC-USF33-021423-M1,Puerto Rico,Yauco Municipality,NA,Yauco
2017751763,fsa1998010421/PP,LC-USF33-021423-M3,Puerto Rico,Yauco Municipality,NA,Yauco
2017751764,fsa1998010422/PP,LC-USF33-021423-M4,Puerto Rico,Yauco Municipality,NA,Yauco
2017751766,fsa1998010424/PP,LC-USF33-021424-M1,Puerto Rico,Guanica Municipality,NA,NA
2017751767,fsa1998010425/PP,LC-USF33-021424-M2,Puerto Rico,Guanica Municipality,NA,NA
2017751770,fsa1998010428/PP,LC-USF33-021425-M1,Puerto Rico,Yauco Municipality,NA,Yauco
2017751771,fsa1998010429/PP,LC-USF33-021425-M2,Puerto Rico,Yauco Municipality,NA,Yauco
2017751772,fsa1998010430/PP,LC-USF33-021425-M3,Puerto Rico,Yauco Municipality,NA,Yauco
2017751773,fsa1998010431/PP,LC-USF33-021425-M4,Puerto Rico,Yauco Municipality,NA,Yauco
2017751774,fsa1998010432/PP,LC-USF33-021425-M5,Puerto Rico,Yauco Municipality,NA,Yauco
2017751775,fsa1998010433/PP,LC-USF33-021426-M1,Puerto Rico,Yauco Municipality,NA,Yauco
2017751776,fsa1998010434/PP,LC-USF33-021426-M2,Puerto Rico,Yauco Municipality,NA,Yauco
2017751778,fsa1998010436/PP,LC-USF33-021426-M4,Puerto Rico,Yauco Municipality,NA,Yauco
2017751779,fsa1998010437/PP,LC-USF33-021426-M5,Puerto Rico,Yauco Municipality,NA,Yauco
2017751780,fsa1998010438/PP,LC-USF33-021427-M1,Puerto Rico,Yauco Municipality,NA,Yauco
2017751781,fsa1998010439/PP,LC-USF33-021427-M2,Puerto Rico,Yauco Municipality,NA,Yauco
2017751782,fsa1998010440/PP,LC-USF33-021427-M3,Puerto Rico,Yauco Municipality,NA,Yauco
2017751783,fsa1998010441/PP,LC-USF33-021427-M4,Puerto Rico,Yauco Municipality,NA,Yauco
2017751784,fsa1998010442/PP,LC-USF33-021427-M5,Puerto Rico,Yauco Municipality,NA,Yauco
2017751786,fsa1998010444/PP,LC-USF33-021428-M2,Puerto Rico,Yauco Municipality,NA,Yauco
2017751787,fsa1998010445/PP,LC-USF33-021428-M3,Puerto Rico,Yauco Municipality,NA,Yauco
2017751788,fsa1998010446/PP,LC-USF33-021428-M4,Puerto Rico,Yauco Municipality,NA,Yauco
2017751789,fsa1998010447/PP,LC-USF33-021428-M5,Puerto Rico,Yauco Municipality,NA,Yauco
2017751790,fsa1998010448/PP,LC-USF33-021429-M1,Puerto Rico,Guanica Municipality,NA,NA
2017751793,fsa1998010451/PP,LC-USF33-021429-M4,Puerto Rico,Guanica Municipality,NA,NA
2017751794,fsa1998010452/PP,LC-USF33-021429-M5,Puerto Rico,Guanica Municipality,NA,NA
2017751798,fsa1998010456/PP,LC-USF33-021430-M4,Puerto Rico,Mayaguez Municipality,NA,Santurce
2017751799,fsa1998010457/PP,LC-USF33-021430-M5,Puerto Rico,Mayaguez Municipality,NA,Santurce
2017751800,fsa1998010458/PP,LC-USF33-021431-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017751801,fsa1998010459/PP,LC-USF33-021431-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017751802,fsa1998010460/PP,LC-USF33-021431-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017751803,fsa1998010461/PP,LC-USF33-021431-M4,Puerto Rico,NA,NA,Hato Rey
2017751804,fsa1998010462/PP,LC-USF33-021431-M5,Puerto Rico,NA,NA,Hato Rey
2017751805,fsa1998010463/PP,LC-USF33-021432-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017751806,fsa1998010464/PP,LC-USF33-021432-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017751807,fsa1998010465/PP,LC-USF33-021432-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017751809,fsa1998010467/PP,LC-DIG-fsa-8a38087,Puerto Rico,San Juan Municipality,NA,Rio Piedras
2017751810,fsa1998010468/PP,LC-DIG-fsa-8a38088,Puerto Rico,San Juan Municipality,NA,Rio Piedras
2017751811,fsa1998010469/PP,LC-DIG-fsa-8a38089,Puerto Rico,San Juan Municipality,NA,Rio Piedras
2017751812,fsa1998010470/PP,LC-DIG-fsa-8a38090,Puerto Rico,San Juan Municipality,NA,San Juan
2017751813,fsa1998010471/PP,LC-USF33-021434-M1,Puerto Rico,Guanica Municipality,NA,NA
2017751814,fsa1998010472/PP,LC-USF33-021434-M2,Puerto Rico,Guanica Municipality,NA,NA
2017751815,fsa1998010473/PP,LC-USF33-021434-M3,Puerto Rico,Guanica Municipality,NA,NA
2017751816,fsa1998010474/PP,LC-USF33-021434-M4,Puerto Rico,Guanica Municipality,NA,NA
2017751817,fsa1998010475/PP,LC-USF33-021434-M5,Puerto Rico,Guanica Municipality,NA,NA
2017751818,fsa1998010476/PP,LC-USF33-021435-M1,Puerto Rico,Guanica Municipality,NA,NA
2017751819,fsa1998010477/PP,LC-USF33-021435-M2,Puerto Rico,Guanica Municipality,NA,NA
2017751820,fsa1998010478/PP,LC-USF33-021435-M3,Puerto Rico,Guanica Municipality,NA,NA
2017751821,fsa1998010479/PP,LC-USF33-021435-M4,Puerto Rico,Guanica Municipality,NA,NA
2017751858,fsa1998010516/PP,LC-USF33-021443-M1,Puerto Rico,Yauco Municipality,NA,NA
2017751859,fsa1998010517/PP,LC-USF33-021443-M2,Puerto Rico,Yauco Municipality,NA,NA
2017751860,fsa1998010518/PP,LC-USF33-021443-M3,Puerto Rico,Yauco Municipality,NA,NA
2017751861,fsa1998010519/PP,LC-USF33-021443-M4,Puerto Rico,Yauco Municipality,NA,NA
2017751862,fsa1998010520/PP,LC-USF33-021443-M5,Puerto Rico,Yauco Municipality,NA,NA
2017751863,fsa1998010521/PP,LC-USF33-021444-M1,Puerto Rico,Yauco Municipality,NA,NA
2017751864,fsa1998010522/PP,LC-USF33-021444-M2,Puerto Rico,Yauco Municipality,NA,NA
2017751865,fsa1998010523/PP,LC-USF33-021444-M3,Puerto Rico,Yauco Municipality,NA,NA
2017751866,fsa1998010524/PP,LC-USF33-021444-M4,Puerto Rico,Yauco Municipality,NA,NA
2017751867,fsa1998010525/PP,LC-USF33-021444-M5,Puerto Rico,Yauco Municipality,NA,NA
2017751868,fsa1998010526/PP,LC-USF33-021445-M1,Puerto Rico,Yauco Municipality,NA,NA
2017751869,fsa1998010527/PP,LC-USF33-021445-M2,Puerto Rico,Yauco Municipality,NA,NA
2017751870,fsa1998010528/PP,LC-USF33-021445-M3,Puerto Rico,Yauco Municipality,NA,NA
2017751871,fsa1998010529/PP,LC-USF33-021445-M4,Puerto Rico,Yauco Municipality,NA,NA
2017751872,fsa1998010530/PP,LC-USF33-021446-M1,Puerto Rico,Yauco Municipality,NA,NA
2017751873,fsa1998010531/PP,LC-USF33-021446-M2,Puerto Rico,Yauco Municipality,NA,NA
2017751874,fsa1998010532/PP,LC-USF33-021446-M3,Puerto Rico,Yauco Municipality,NA,NA
2017751875,fsa1998010533/PP,LC-USF33-021446-M4,Puerto Rico,Yauco Municipality,NA,NA
2017751876,fsa1998010534/PP,LC-USF33-021446-M5,Puerto Rico,Yauco Municipality,NA,NA
2017751877,fsa1998010535/PP,LC-USF33-021447-M1,Puerto Rico,Yauco Municipality,NA,NA
2017751878,fsa1998010536/PP,LC-USF33-021447-M2,Puerto Rico,Yauco Municipality,NA,NA
2017751879,fsa1998010537/PP,LC-USF33-021447-M3,Puerto Rico,Yauco Municipality,NA,NA
2017751880,fsa1998010538/PP,LC-USF33-021447-M4,Puerto Rico,Yauco Municipality,NA,NA
2017751881,fsa1998010539/PP,LC-USF33-021447-M5,Puerto Rico,Yauco Municipality,NA,NA
2017751882,fsa1998010540/PP,LC-USF33-021448-M1,Puerto Rico,Yauco Municipality,NA,NA
2017751883,fsa1998010541/PP,LC-USF33-021448-M2,Puerto Rico,Yauco Municipality,NA,NA
2017751884,fsa1998010542/PP,LC-USF33-021448-M3,Puerto Rico,Yauco Municipality,NA,NA
2017751885,fsa1998010543/PP,LC-USF33-021448-M4,Puerto Rico,Yauco Municipality,NA,NA
2017751886,fsa1998010544/PP,LC-USF33-021448-M5,Puerto Rico,Yauco Municipality,NA,NA
2017751887,fsa1998010545/PP,LC-USF33-021449-M1,Puerto Rico,Yauco Municipality,NA,NA
2017751890,fsa1998010548/PP,LC-USF33-021449-M4,Puerto Rico,Yauco Municipality,NA,NA
2017751902,fsa1998010560/PP,LC-USF33-021453-M2,Puerto Rico,Guanica Municipality,NA,NA
2017751903,fsa1998010561/PP,LC-USF33-021453-M3,Puerto Rico,Guanica Municipality,NA,NA
2017751904,fsa1998010562/PP,LC-USF33-021453-M4,Puerto Rico,Guanica Municipality,NA,NA
2017751905,fsa1998010563/PP,LC-USF33-021453-M5,Puerto Rico,Guanica Municipality,NA,NA
2017751906,fsa1998010564/PP,LC-USF33-021454-M1,Puerto Rico,Yauco Municipality,NA,NA
2017751907,fsa1998010565/PP,LC-USF33-021454-M2,Puerto Rico,Yauco Municipality,NA,NA
2017751908,fsa1998010566/PP,LC-USF33-021454-M3,Puerto Rico,Yauco Municipality,NA,NA
2017751909,fsa1998010567/PP,LC-USF33-021454-M4,Puerto Rico,Yauco Municipality,NA,NA
2017751910,fsa1998010568/PP,LC-USF33-021454-M5,Puerto Rico,Yauco Municipality,NA,NA
2017751915,fsa1998010573/PP,LC-USF33-021455-M5,Puerto Rico,Yauco Municipality,NA,NA
2017751916,fsa1998010574/PP,LC-USF33-021456-M1,Puerto Rico,Yauco Municipality,NA,NA
2017751917,fsa1998010575/PP,LC-USF33-021456-M2,Puerto Rico,Yauco Municipality,NA,NA
2017751918,fsa1998010576/PP,LC-USF33-021456-M3,Puerto Rico,Yauco Municipality,NA,NA
2017751919,fsa1998010577/PP,LC-USF33-021456-M4,Puerto Rico,Yauco Municipality,NA,NA
2017751920,fsa1998010578/PP,LC-USF33-021456-M5,Puerto Rico,Yauco Municipality,NA,NA
2017751926,fsa1998010584/PP,LC-USF33-021458-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017751927,fsa1998010585/PP,LC-USF33-021458-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017751928,fsa1998010586/PP,LC-USF33-021458-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017751929,fsa1998010587/PP,LC-USF33-021459-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017751930,fsa1998010588/PP,LC-USF33-021459-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017751934,fsa1998010592/PP,LC-USF33-021460-M1,Puerto Rico,Lares Municipality,NA,Lares
2017751935,fsa1998010593/PP,LC-USF33-021460-M2,Puerto Rico,Lares Municipality,NA,Lares
2017751936,fsa1998010594/PP,LC-USF33-021460-M3,Puerto Rico,Lares Municipality,NA,Lares
2017751937,fsa1998010595/PP,LC-USF33-021460-M4,Puerto Rico,Lares Municipality,NA,Lares
2017751938,fsa1998010596/PP,LC-USF33-021460-M5,Puerto Rico,Lares Municipality,NA,Lares
2017751939,fsa1998010597/PP,LC-USF33-021461-M1,Puerto Rico,Lares Municipality,NA,Lares
2017751940,fsa1998010598/PP,LC-USF33-021461-M2,Puerto Rico,Lares Municipality,NA,Lares
2017751941,fsa1998010599/PP,LC-DIG-fsa-8a38220,Puerto Rico,Lares Municipality,NA,Lares
2017751942,fsa1998010600/PP,LC-USF33-021461-M4,Puerto Rico,Lares Municipality,NA,Lares
2017751943,fsa1998010601/PP,LC-USF33-021461-M5,Puerto Rico,Lares Municipality,NA,Lares
2017751944,fsa1998010602/PP,LC-USF33-021462-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017751945,fsa1998010603/PP,LC-USF33-021462-M2,Puerto Rico,Yauco Municipality,NA,NA
2017751946,fsa1998010604/PP,LC-USF33-021462-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017751947,fsa1998010605/PP,LC-USF33-021462-M4,Puerto Rico,San Juan Municipality,NA,San Juan
2017751948,fsa1998010606/PP,LC-USF33-021463-M1,Puerto Rico,Lares Municipality,NA,Lares
2017751949,fsa1998010607/PP,LC-USF33-021463-M2,Puerto Rico,Lares Municipality,NA,Lares
2017751950,fsa1998010608/PP,LC-USF33-021463-M3,Puerto Rico,Lares Municipality,NA,Lares
2017751953,fsa1998010611/PP,LC-USF33-021464-M1,Puerto Rico,Lares Municipality,NA,Lares
2017751954,fsa1998010612/PP,LC-USF33-021464-M2,Puerto Rico,Lares Municipality,NA,Lares
2017751956,fsa1998010614/PP,LC-USF33-021464-M4,Puerto Rico,Lares Municipality,NA,Lares
2017751957,fsa1998010615/PP,LC-USF33-021464-M5,Puerto Rico,Lares Municipality,NA,Lares
2017751958,fsa1998010616/PP,LC-USF33-021465-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017751959,fsa1998010617/PP,LC-USF33-021465-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017751960,fsa1998010618/PP,LC-USF33-021465-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017751961,fsa1998010619/PP,LC-USF33-021466-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017751962,fsa1998010620/PP,LC-USF33-021466-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017751963,fsa1998010621/PP,LC-USF33-021466-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017751964,fsa1998010622/PP,LC-USF33-021466-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017751965,fsa1998010623/PP,LC-USF33-021467-M1,Puerto Rico,Utuado Municipality,NA,NA
2017751966,fsa1998010624/PP,LC-USF33-021467-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017751967,fsa1998010625/PP,LC-USF33-021467-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017751968,fsa1998010626/PP,LC-USF33-021467-M4,Puerto Rico,San Juan Municipality,NA,San Juan
2017751969,fsa1998010627/PP,LC-USF33-021467-M5,Puerto Rico,San Juan Municipality,NA,San Juan
2017751970,fsa1998010628/PP,LC-USF33-021468-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017751971,fsa1998010629/PP,LC-USF33-021468-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017751972,fsa1998010630/PP,LC-USF33-021468-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017751973,fsa1998010631/PP,LC-USF33-021468-M4,Puerto Rico,San Juan Municipality,NA,San Juan
2017751974,fsa1998010632/PP,LC-USF33-021468-M5,Puerto Rico,San Juan Municipality,NA,San Juan
2017751975,fsa1998010633/PP,LC-USF33-021469-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017751977,fsa1998010635/PP,LC-USF33-021469-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017751978,fsa1998010636/PP,LC-USF33-021469-M4,Puerto Rico,San Juan Municipality,NA,San Juan
2017751979,fsa1998010637/PP,LC-USF33-021469-M5,Puerto Rico,San Juan Municipality,NA,San Juan
2017751980,fsa1998010638/PP,LC-USF33-021470-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017751981,fsa1998010639/PP,LC-USF33-021470-M2,Puerto Rico,NA,NA,San Sebastian
2017751985,fsa1998010643/PP,LC-USF33-021471-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017751986,fsa1998010644/PP,LC-USF33-021471-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017751987,fsa1998010645/PP,LC-USF33-021471-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017751988,fsa1998010646/PP,LC-USF33-021471-M4,Puerto Rico,San Juan Municipality,NA,San Juan
2017751989,fsa1998010647/PP,LC-USF33-021471-M5,Puerto Rico,San Juan Municipality,NA,San Juan
2017751990,fsa1998010648/PP,LC-USF33-021472-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017751991,fsa1998010649/PP,LC-USF33-021472-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017751992,fsa1998010650/PP,LC-USF33-021472-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017751995,fsa1998010653/PP,LC-USF33-021473-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017751996,fsa1998010654/PP,LC-USF33-021473-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017751997,fsa1998010655/PP,LC-USF33-021473-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017751998,fsa1998010656/PP,LC-USF33-021473-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017751999,fsa1998010657/PP,LC-USF33-021473-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752000,fsa1998010658/PP,LC-USF33-021474-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752001,fsa1998010659/PP,LC-USF33-021474-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752002,fsa1998010660/PP,LC-USF33-021474-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752003,fsa1998010661/PP,LC-USF33-021474-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752004,fsa1998010662/PP,LC-USF33-021474-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752005,fsa1998010663/PP,LC-USF33-021475-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752006,fsa1998010664/PP,LC-USF33-021475-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752007,fsa1998010665/PP,LC-USF33-021475-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752008,fsa1998010666/PP,LC-USF33-021475-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752009,fsa1998010667/PP,LC-USF33-021475-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752010,fsa1998010668/PP,LC-USF33-021476-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752011,fsa1998010669/PP,LC-USF33-021476-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752012,fsa1998010670/PP,LC-USF33-021476-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752013,fsa1998010671/PP,LC-USF33-021476-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752014,fsa1998010672/PP,LC-USF33-021476-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752015,fsa1998010673/PP,LC-USF33-021477-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752016,fsa1998010674/PP,LC-USF33-021477-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752017,fsa1998010675/PP,LC-USF33-021477-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752018,fsa1998010676/PP,LC-USF33-021477-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752019,fsa1998010677/PP,LC-USF33-021477-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752020,fsa1998010678/PP,LC-USF33-021478-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752021,fsa1998010679/PP,LC-USF33-021478-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752022,fsa1998010680/PP,LC-USF33-021478-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752023,fsa1998010681/PP,LC-USF33-021478-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752024,fsa1998010682/PP,LC-USF33-021478-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752025,fsa1998010683/PP,LC-USF33-021479-M1,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752026,fsa1998010684/PP,LC-USF33-021479-M2,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752027,fsa1998010685/PP,LC-USF33-021479-M3,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752028,fsa1998010686/PP,LC-USF33-021479-M4,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752029,fsa1998010687/PP,LC-USF33-021479-M5,Puerto Rico,Yabucoa Municipality,NA,Yabucoa
2017752030,fsa1998010688/PP,LC-USF33-021480-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017752031,fsa1998010689/PP,LC-USF33-021480-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017752032,fsa1998010690/PP,LC-USF33-021480-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017752033,fsa1998010691/PP,LC-USF33-021480-M4,Puerto Rico,San Juan Municipality,NA,San Juan
2017752034,fsa1998010692/PP,LC-USF33-021481-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017752035,fsa1998010693/PP,LC-USF33-021481-M2,Puerto Rico,San Juan Municipality,NA,San Juan
2017752036,fsa1998010694/PP,LC-USF33-021481-M3,Puerto Rico,San Juan Municipality,NA,San Juan
2017752037,fsa1998010695/PP,LC-USF33-021481-M4,Puerto Rico,San Juan Municipality,NA,San Juan
2017752038,fsa1998010696/PP,LC-USF33-021481-M5,Puerto Rico,San Juan Municipality,NA,San Juan
2017752039,fsa1998010697/PP,LC-USF33-021482-M1,Puerto Rico,San Juan Municipality,NA,San Juan
2017752040,fsa1998010698/PP,LC-USF33-021482-M2,Puerto Rico,San Juan Municipality,NA,San Juan
